STATION,STATION_NAME,DATE,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL
GHCND:USC00309495,WILLSBORO 1 N NY US,20100104,0.17,-9999,0.17,-9999,20.2,28.7,11.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100105,0.22,-9999,0.22,-9999,20.0,28.5,11.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100106,0.26,-9999,0.26,-9999,19.8,28.3,11.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100107,0.31,-9999,0.31,-9999,19.6,28.1,11.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100108,0.36,-9999,0.36,-9999,19.4,28.0,10.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100109,0.41,-9999,0.41,-9999,19.2,27.8,10.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100110,0.45,-9999,0.45,-9999,19.0,27.7,10.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100111,0.50,-9999,0.50,-9999,18.9,27.5,10.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100112,0.54,-9999,0.54,-9999,18.7,27.4,10.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100113,0.59,-9999,0.59,-9999,18.6,27.3,9.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100114,0.63,-9999,0.63,-9999,18.5,27.2,9.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100115,0.68,-9999,0.68,-9999,18.3,27.1,9.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100116,0.73,-9999,0.73,-9999,18.3,27.1,9.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100117,0.77,-9999,0.77,-9999,18.2,27.0,9.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100118,0.82,-9999,0.82,-9999,18.1,27.0,9.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100119,0.86,-9999,0.86,-9999,18.1,26.9,9.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100120,0.90,-9999,0.90,-9999,18.0,26.9,9.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100121,0.94,-9999,0.94,-9999,18.0,26.9,9.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100122,0.98,-9999,0.98,-9999,18.0,26.9,9.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100123,1.03,-9999,1.03,-9999,18.0,27.0,9.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100124,1.07,-9999,1.07,-9999,18.0,27.0,9.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100125,1.11,-9999,1.11,-9999,18.0,27.1,9.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100126,1.15,-9999,1.15,-9999,18.1,27.1,9.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100127,1.18,-9999,1.18,-9999,18.1,27.2,9.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100128,1.21,-9999,1.21,-9999,18.2,27.3,9.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100129,1.24,-9999,1.24,-9999,18.3,27.4,9.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100130,1.27,-9999,1.27,-9999,18.4,27.6,9.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100131,1.30,-9999,1.30,-9999,18.5,27.7,9.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100201,0.05,-9999,1.35,-9999,18.6,27.8,9.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100202,0.09,-9999,1.39,-9999,18.7,28.0,9.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100203,0.12,-9999,1.42,-9999,18.9,28.2,9.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100204,0.16,-9999,1.46,-9999,19.0,28.3,9.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100205,0.18,-9999,1.48,-9999,19.2,28.5,9.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100206,0.21,-9999,1.51,-9999,19.4,28.7,10.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100207,0.23,-9999,1.53,-9999,19.6,28.9,10.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100208,0.26,-9999,1.56,-9999,19.8,29.2,10.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100209,0.28,-9999,1.58,-9999,20.0,29.4,10.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100210,0.31,-9999,1.61,-9999,20.2,29.6,10.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100211,0.34,-9999,1.64,-9999,20.4,29.9,10.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100212,0.38,-9999,1.68,-9999,20.6,30.1,11.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100213,0.41,-9999,1.71,-9999,20.8,30.3,11.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100214,0.45,-9999,1.75,-9999,21.1,30.6,11.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100215,0.49,-9999,1.79,-9999,21.3,30.9,11.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100216,0.54,-9999,1.84,-9999,21.6,31.1,12.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100217,0.58,-9999,1.88,-9999,21.8,31.4,12.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100218,0.64,-9999,1.94,-9999,22.1,31.7,12.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100219,0.70,-9999,2.00,-9999,22.3,32.0,12.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100220,0.75,-9999,2.05,-9999,22.6,32.2,13.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100221,0.80,-9999,2.10,-9999,22.9,32.5,13.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100222,0.85,-9999,2.15,-9999,23.2,32.8,13.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100223,0.90,-9999,2.20,-9999,23.5,33.1,13.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100224,0.96,-9999,2.26,-9999,23.7,33.4,14.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100225,1.02,-9999,2.32,-9999,24.0,33.7,14.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100226,1.09,-9999,2.39,-9999,24.3,34.0,14.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100227,1.16,-9999,2.46,-9999,24.6,34.3,15.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100228,1.22,-9999,2.52,-9999,24.9,34.6,15.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100301,0.05,-9999,2.57,-9999,25.2,34.9,15.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100302,0.10,-9999,2.62,-9999,25.6,35.2,16.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100303,0.16,-9999,2.68,-9999,25.9,35.5,16.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100304,0.21,-9999,2.73,-9999,26.2,35.8,16.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100305,0.26,-9999,2.78,-9999,26.5,36.1,17.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100306,0.31,-9999,2.83,-9999,26.8,36.4,17.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100307,0.37,-9999,2.89,-9999,27.2,36.7,17.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100308,0.43,-9999,2.95,-9999,27.5,37.0,18.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100309,0.50,-9999,3.02,-9999,27.8,37.3,18.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100310,0.57,-9999,3.09,-9999,28.2,37.6,18.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100311,0.64,-9999,3.16,-9999,28.5,37.9,19.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100312,0.70,-9999,3.22,-9999,28.9,38.3,19.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100313,0.76,-9999,3.28,-9999,29.3,38.6,19.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100314,0.82,-9999,3.34,-9999,29.6,39.0,20.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100315,0.89,-9999,3.41,-9999,30.0,39.3,20.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100316,0.94,-9999,3.46,-9999,30.4,39.6,21.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100317,1.00,-9999,3.52,-9999,30.8,40.0,21.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100318,1.06,-9999,3.58,-9999,31.1,40.4,21.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100319,1.11,-9999,3.63,-9999,31.5,40.7,22.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100320,1.16,-9999,3.68,-9999,31.9,41.1,22.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100321,1.21,-9999,3.73,-9999,32.4,41.5,23.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100322,1.27,-9999,3.79,-9999,32.8,41.9,23.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100323,1.33,-9999,3.85,-9999,33.2,42.3,24.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100324,1.40,-9999,3.92,-9999,33.6,42.7,24.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100325,1.45,-9999,3.97,-9999,34.1,43.1,25.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100326,1.51,-9999,4.03,-9999,34.5,43.6,25.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100327,1.56,-9999,4.08,-9999,34.9,44.0,25.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100328,1.62,-9999,4.14,-9999,35.4,44.5,26.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100329,1.68,-9999,4.20,-9999,35.8,44.9,26.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100330,1.74,-9999,4.26,-9999,36.3,45.4,27.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100331,1.80,-9999,4.32,-9999,36.8,45.9,27.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100401,0.07,-9999,4.39,-9999,37.3,46.3,28.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100402,0.14,-9999,4.46,-9999,37.7,46.8,28.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100403,0.22,-9999,4.54,-9999,38.2,47.3,29.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100404,0.30,-9999,4.62,-9999,38.7,47.8,29.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100405,0.38,-9999,4.70,-9999,39.2,48.3,30.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100406,0.45,-9999,4.77,-9999,39.7,48.9,30.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100407,0.51,-9999,4.83,-9999,40.2,49.4,31.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100408,0.58,-9999,4.90,-9999,40.7,49.9,31.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100409,0.66,-9999,4.98,-9999,41.2,50.4,31.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100410,0.74,-9999,5.06,-9999,41.7,51.0,32.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100411,0.82,-9999,5.14,-9999,42.1,51.5,32.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100412,0.90,-9999,5.22,-9999,42.6,52.0,33.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100413,0.98,-9999,5.30,-9999,43.1,52.6,33.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100414,1.06,-9999,5.38,-9999,43.6,53.1,34.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100415,1.15,-9999,5.47,-9999,44.1,53.6,34.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100416,1.23,-9999,5.55,-9999,44.6,54.2,35.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100417,1.32,-9999,5.64,-9999,45.1,54.7,35.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100418,1.40,-9999,5.72,-9999,45.5,55.2,35.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100419,1.48,-9999,5.80,-9999,46.0,55.7,36.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100420,1.56,-9999,5.88,-9999,46.5,56.2,36.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100421,1.64,-9999,5.96,-9999,46.9,56.7,37.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100422,1.72,-9999,6.04,-9999,47.4,57.2,37.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100423,1.79,-9999,6.11,-9999,47.8,57.7,37.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100424,1.87,-9999,6.19,-9999,48.2,58.2,38.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100425,1.95,-9999,6.27,-9999,48.7,58.7,38.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100426,2.02,-9999,6.34,-9999,49.1,59.2,39.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100427,2.10,-9999,6.42,-9999,49.5,59.6,39.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100428,2.18,-9999,6.50,-9999,49.9,60.1,39.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100429,2.26,-9999,6.58,-9999,50.3,60.5,40.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100430,2.34,-9999,6.66,-9999,50.7,60.9,40.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100501,0.09,-9999,6.75,-9999,51.0,61.3,40.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100502,0.17,-9999,6.83,-9999,51.4,61.7,41.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100503,0.25,-9999,6.91,-9999,51.8,62.1,41.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100504,0.34,-9999,7.00,-9999,52.1,62.5,41.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100505,0.43,-9999,7.09,-9999,52.5,62.9,42.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100506,0.52,-9999,7.18,-9999,52.8,63.2,42.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100507,0.61,-9999,7.27,-9999,53.1,63.6,42.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100508,0.69,-9999,7.35,-9999,53.5,63.9,43.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100509,0.77,-9999,7.43,-9999,53.8,64.3,43.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100510,0.85,-9999,7.51,-9999,54.1,64.6,43.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100511,0.93,-9999,7.59,-9999,54.4,64.9,43.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100512,1.02,-9999,7.68,-9999,54.7,65.2,44.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100513,1.10,-9999,7.76,-9999,55.0,65.5,44.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100514,1.18,-9999,7.84,-9999,55.3,65.8,44.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100515,1.26,-9999,7.92,-9999,55.6,66.1,45.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100516,1.34,-9999,8.00,-9999,55.9,66.4,45.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100517,1.42,-9999,8.08,-9999,56.2,66.6,45.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100518,1.51,-9999,8.17,-9999,56.5,66.9,46.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100519,1.60,-9999,8.26,-9999,56.8,67.2,46.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100520,1.69,-9999,8.35,-9999,57.1,67.5,46.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100521,1.79,-9999,8.45,-9999,57.4,67.7,47.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100522,1.88,-9999,8.54,-9999,57.7,68.0,47.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100523,1.98,-9999,8.64,-9999,58.0,68.3,47.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100524,2.08,-9999,8.74,-9999,58.3,68.5,48.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100525,2.18,-9999,8.84,-9999,58.6,68.8,48.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100526,2.27,-9999,8.93,-9999,58.9,69.1,48.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100527,2.37,-9999,9.03,-9999,59.2,69.4,49.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100528,2.47,-9999,9.13,-9999,59.5,69.6,49.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100529,2.56,-9999,9.22,-9999,59.8,69.9,49.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100530,2.66,-9999,9.32,-9999,60.1,70.2,50.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100531,2.76,-9999,9.42,-9999,60.5,70.5,50.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100601,0.10,-9999,9.52,-9999,60.8,70.8,50.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100602,0.20,-9999,9.62,-9999,61.1,71.1,51.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100603,0.30,-9999,9.72,-9999,61.5,71.4,51.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100604,0.40,-9999,9.82,-9999,61.8,71.7,51.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100605,0.50,-9999,9.92,-9999,62.1,72.0,52.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100606,0.61,-9999,10.03,-9999,62.5,72.3,52.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100607,0.71,-9999,10.13,-9999,62.8,72.6,53.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100608,0.82,-9999,10.24,-9999,63.2,72.9,53.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100609,0.93,-9999,10.35,-9999,63.5,73.3,53.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100610,1.03,-9999,10.45,-9999,63.9,73.6,54.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100611,1.14,-9999,10.56,-9999,64.2,73.9,54.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100612,1.26,-9999,10.68,-9999,64.5,74.3,54.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100613,1.37,-9999,10.79,-9999,64.9,74.6,55.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100614,1.49,-9999,10.91,-9999,65.2,74.9,55.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100615,1.60,-9999,11.02,-9999,65.6,75.2,55.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100616,1.71,-9999,11.13,-9999,65.9,75.6,56.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100617,1.82,-9999,11.24,-9999,66.2,75.9,56.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100618,1.94,-9999,11.36,-9999,66.5,76.2,56.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100619,2.05,-9999,11.47,-9999,66.9,76.5,57.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100620,2.17,-9999,11.59,-9999,67.2,76.8,57.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100621,2.28,-9999,11.70,-9999,67.5,77.1,57.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100622,2.40,-9999,11.82,-9999,67.7,77.4,58.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100623,2.52,-9999,11.94,-9999,68.0,77.7,58.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100624,2.65,-9999,12.07,-9999,68.3,78.0,58.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100625,2.78,-9999,12.20,-9999,68.6,78.3,58.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100626,2.93,-9999,12.35,-9999,68.8,78.5,59.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100627,3.08,-9999,12.50,-9999,69.0,78.8,59.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100628,3.23,-9999,12.65,-9999,69.3,79.0,59.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100629,3.38,-9999,12.80,-9999,69.5,79.2,59.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100630,3.52,-9999,12.94,-9999,69.7,79.4,59.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100701,0.13,-9999,13.07,-9999,69.9,79.6,60.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100702,0.26,-9999,13.20,-9999,70.0,79.8,60.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100703,0.38,-9999,13.32,-9999,70.2,80.0,60.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100704,0.50,-9999,13.44,-9999,70.3,80.2,60.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100705,0.62,-9999,13.56,-9999,70.4,80.3,60.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100706,0.75,-9999,13.69,-9999,70.6,80.4,60.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100707,0.87,-9999,13.81,-9999,70.7,80.5,60.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100708,0.99,-9999,13.93,-9999,70.8,80.7,60.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100709,1.11,-9999,14.05,-9999,70.8,80.7,60.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100710,1.24,-9999,14.18,-9999,70.9,80.8,61.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100711,1.35,-9999,14.29,-9999,70.9,80.9,61.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100712,1.46,-9999,14.40,-9999,71.0,80.9,61.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100713,1.58,-9999,14.52,-9999,71.0,81.0,61.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100714,1.69,-9999,14.63,-9999,71.0,81.0,61.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100715,1.80,-9999,14.74,-9999,71.0,81.0,61.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100716,1.91,-9999,14.85,-9999,71.0,81.0,61.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100717,2.02,-9999,14.96,-9999,71.0,81.0,61.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100718,2.13,-9999,15.07,-9999,71.0,81.0,61.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100719,2.24,-9999,15.18,-9999,70.9,80.9,60.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100720,2.35,-9999,15.29,-9999,70.9,80.9,60.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100721,2.46,-9999,15.40,-9999,70.9,80.9,60.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100722,2.57,-9999,15.51,-9999,70.8,80.8,60.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100723,2.69,-9999,15.63,-9999,70.7,80.8,60.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100724,2.79,-9999,15.73,-9999,70.7,80.7,60.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100725,2.88,-9999,15.82,-9999,70.6,80.6,60.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100726,2.97,-9999,15.91,-9999,70.6,80.6,60.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100727,3.06,-9999,16.00,-9999,70.5,80.5,60.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100728,3.16,-9999,16.10,-9999,70.4,80.4,60.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100729,3.26,-9999,16.20,-9999,70.3,80.3,60.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100730,3.35,-9999,16.29,-9999,70.2,80.2,60.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100731,3.44,-9999,16.38,-9999,70.2,80.2,60.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100801,0.15,-9999,16.53,-9999,70.1,80.1,60.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100802,0.29,-9999,16.67,-9999,70.0,80.0,60.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100803,0.43,-9999,16.81,-9999,69.9,79.9,60.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100804,0.57,-9999,16.95,-9999,69.8,79.8,59.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100805,0.70,-9999,17.08,-9999,69.8,79.7,59.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100806,0.84,-9999,17.22,-9999,69.7,79.6,59.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100807,0.98,-9999,17.36,-9999,69.6,79.5,59.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100808,1.11,-9999,17.49,-9999,69.5,79.4,59.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100809,1.25,-9999,17.63,-9999,69.4,79.4,59.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100810,1.39,-9999,17.77,-9999,69.3,79.3,59.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100811,1.53,-9999,17.91,-9999,69.3,79.2,59.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100812,1.68,-9999,18.06,-9999,69.2,79.1,59.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100813,1.82,-9999,18.20,-9999,69.1,79.0,59.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100814,1.95,-9999,18.33,-9999,69.0,78.9,59.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100815,2.09,-9999,18.47,-9999,68.9,78.8,59.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100816,2.22,-9999,18.60,-9999,68.8,78.7,58.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100817,2.35,-9999,18.73,-9999,68.7,78.6,58.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100818,2.49,-9999,18.87,-9999,68.6,78.5,58.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100819,2.61,-9999,18.99,-9999,68.5,78.3,58.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100820,2.73,-9999,19.11,-9999,68.3,78.2,58.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100821,2.85,-9999,19.23,-9999,68.2,78.1,58.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100822,2.96,-9999,19.34,-9999,68.1,77.9,58.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100823,3.07,-9999,19.45,-9999,67.9,77.8,58.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100824,3.18,-9999,19.56,-9999,67.8,77.6,57.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100825,3.28,-9999,19.66,-9999,67.6,77.5,57.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100826,3.38,-9999,19.76,-9999,67.4,77.3,57.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100827,3.47,-9999,19.85,-9999,67.2,77.1,57.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100828,3.56,-9999,19.94,-9999,67.1,76.9,57.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100829,3.66,-9999,20.04,-9999,66.8,76.7,57.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100830,3.75,-9999,20.13,-9999,66.6,76.5,56.8
